id,label,DE,PY,SO,TC
1631,EXECUTIVE OR FUNCTIONAL MANAGER - THE NATURE OF THE CIOS JOB,CHIEF INFORMATION OFFICERS; IS MANAGEMENT; CORPORATE ROLES AND RELATIONSHIPS; STRUCTURED OBSERVATION,1992,MIS QUARTERLY,70
1632,NEW INFORMATION-SYSTEMS LEADERS - A CHANGING-ROLE IN A CHANGING WORLD,IS LEADERSHIP; IS AND BUSINESS ALIGNMENT; IS MANAGERS; CIO,1992,MIS QUARTERLY,63
1633,EMPOWERMENT - KEY TO IS WORLD-CLASS QUALITY,TOTAL QUALITY MANAGEMENT; EMPLOYEE EMPOWERMENT; SELF-MANAGING TEAMS; HIGH-PERFORMANCE WORK SYSTEMS; WORLD-CLASS SERVICE; CUSTOMER SATISFACTION,1992,MIS QUARTERLY,29
1634,ORGANIZATIONAL EXPERIENCES AND CAREER SUCCESS OF MIS PROFESSIONALS AND MANAGERS - AN EXAMINATION OF RACE DIFFERENCES,MIS MANAGEMENT; MIS PERSONNEL; CAREER MANAGEMENT; RACE DIFFERENCES,1992,MIS QUARTERLY,35
1635,TOWARD A BETTER UNDERSTANDING OF INFORMATION TECHNOLOGY ORGANIZATION - A COMPARATIVE CASE-STUDY,ORGANIZATIONAL STRUCTURE; DIFFERENTIATION; INTEGRATION; INFORMATION TECHNOLOGY; MANAGEMENT OF INFORMATION SYSTEMS,1992,MIS QUARTERLY,18
1636,THE PRISM SYSTEM - A KEY TO ORGANIZATIONAL-EFFECTIVENESS AT FEDERAL EXPRESS CORPORATION,ORGANIZATIONAL EFFECTIVENESS; ORGANIZATIONAL FLEXIBILITY; INFORMATION SYSTEM; MANAGEMENT OF INFORMATION SYSTEMS,1992,MIS QUARTERLY,9
1637,THE IMPACT OF DATA INTEGRATION ON THE COSTS AND BENEFITS OF INFORMATION-SYSTEMS,ORGANIZATION-WIDE INFORMATION SYSTEMS; DATA INTEGRATION; INTERDEPENDENCE; FLEXIBILITY; IMPLEMENTATION COSTS,1992,MIS QUARTERLY,100
1638,THE APPLICATION OF ELECTRONIC MEETING TECHNOLOGY TO SUPPORT STRATEGIC MANAGEMENT,ELECTRONIC MEETING SYSTEMS; DECISION SUPPORT; GROUP DECISION SUPPORT SYSTEMS; GROUP SUPPORT SYSTEMS; STRATEGIC DECISION MAKING; STRATEGIC MANAGEMENT,1992,MIS QUARTERLY,32
1639,THE USE OF DECISION CRITERIA IN SELECTING INFORMATION-SYSTEMS TECHNOLOGY INVESTMENTS,PROJECT SELECTION; INFORMATION TECHNOLOGY INVESTMENTS; SYSTEMS SPENDING; PROJECT EVALUATION AND APPROVAL,1992,MIS QUARTERLY,81
1640,THE INFLUENCE OF THE INFORMATION-SYSTEMS DEVELOPMENT APPROACH ON MAINTENANCE,INFORMATION SYSTEMS; SOFTWARE MAINTENANCE; SOFTWARE ENGINEERING; SYSTEMS DEVELOPMENT; SYSTEMS ANALYSIS; SYSTEMS MAINTENANCE,1992,MIS QUARTERLY,31
1641,THE USE OF INFORMATION IN DECISION-MAKING - AN EXPERIMENTAL INVESTIGATION OF THE IMPACT OF COMPUTER-BASED DECISION AIDS,DECISION SUPPORT SYSTEMS; INFORMATION PROCESSING; COGNITIVE COST BENEFIT THEORY,1992,MIS QUARTERLY,134
1642,FACTORS AFFECTING SOFTWARE DEVELOPERS PERFORMANCE - AN INTEGRATED APPROACH,MANAGEMENT; PRODUCTIVITY; SOFTWARE DEVELOPMENT PERFORMANCE; EXPECTANCY THEORY; GOAL-SETTING THEORY,1992,MIS QUARTERLY,56
1643,EXAMINING THE FEASIBILITY OF A CASE-BASED REASONING MODEL FOR SOFTWARE EFFORT ESTIMATION,SOFTWARE EFFORT ESTIMATION; CASE-BASED REASONING; CONSTRUCTIVE COST MODEL; FUNCTION POINTS,1992,MIS QUARTERLY,86
1644,"THREATS TO INFORMATION-SYSTEMS - TODAYS REALITY, YESTERDAYS UNDERSTANDING",THREATS; INFORMATION SYSTEMS SECURITY; COMPUTER VIRUSES; COMPUTER SECURITY; COMPUTER LAWS; INFORMATION RESOURCES MANAGEMENT,1992,MIS QUARTERLY,85
1645,MANAGING TELECOMMUNICATIONS BY STEERING COMMITTEE,TELECOMMUNICATIONS; STEERING COMMITTEE; STRATEGIC PLANNING,1992,MIS QUARTERLY,29
1646,MICROCOMPUTER PLAYFULNESS - DEVELOPMENT OF A MEASURE WITH WORKPLACE IMPLICATIONS,INDIVIDUAL CHARACTERISTICS; TRAITS; COMPUTER ATTITUDES; COMPUTER ANXIETY; COMPUTER TRAINING; MOTIVATION; LEARNING; EXPLORATION; SPONTANEITY; CREATIVITY; HUMAN-COMPUTER INTERACTION,1992,MIS QUARTERLY,364
1647,"PERCEIVED USEFULNESS, EASE OF USE, AND USAGE OF INFORMATION TECHNOLOGY - A REPLICATION",USER ACCEPTANCE; END-USER COMPUTING; USER MEASUREMENT,1992,MIS QUARTERLY,761
1648,A SOCIAL-PROCESS MODEL OF USER-ANALYST RELATIONSHIPS,INFORMATION SYSTEMS DEVELOPMENT; USER PARTICIPATION; SOCIAL PROCESS MODELS,1992,MIS QUARTERLY,180
1649,STRATEGIC DATA PLANNING - LESSONS FROM THE FIELD,STRATEGIC DATA PLANNING; DATA INTEGRATION; DATA MANAGEMENT; DATA ADMINISTRATION,1992,MIS QUARTERLY,65
1650,THE ORGANIZATIONAL INTERFACE - A METHOD FOR SUPPORTING END USERS OF PACKAGED SOFTWARE,END-USER COMPUTING; COMPUTER-HUMAN INTERACTION; HUMAN FACTORS; INFORMATION CENTERS; SOFTWARE INTERFACE; ERGONOMICS; USER INTERFACE; USER SUPPORT,1992,MIS QUARTERLY,22
1651,PROBLEMS AND ISSUES IN THE MANAGEMENT OF INTERNATIONAL DATA COMMUNICATIONS NETWORKS - THE EXPERIENCES OF AMERICAN COMPANIES,GLOBAL NETWORKS; INTERNATIONAL DATA COMMUNICATIONS; TRANSBORDER DATA FLOW,1992,MIS QUARTERLY,13
1652,ON GENERALIZING THE CONCEPT OF HYPERTEXT,HYPERTEXT; GENERALIZED HYPERTEXT; HYPERTEXT COMPUTATION; VIRTUAL LINKING; DYNAMIC LINKING; DECISION SUPPORT SYSTEMS; INFORMATION PRESENTATION,1992,MIS QUARTERLY,23
1653,REVISITING DSS IMPLEMENTATION RESEARCH - A METAANALYSIS OF THE LITERATURE AND SUGGESTIONS FOR RESEARCHERS,DECISION SUPPORT SYSTEMS; IMPLEMENTATION,1992,MIS QUARTERLY,128
1654,A SYNTHESIS OF RESEARCH ON REQUIREMENTS ANALYSIS AND KNOWLEDGE ACQUISITION TECHNIQUES,INFORMATION REQUIREMENTS DETERMINATION; KNOWLEDGE ACQUISITION; INFORMATION SYSTEMS DESIGN; EXPERT SYSTEMS DESIGN; COMMUNICATION TOOLS; SYSTEM DEVELOPMENT TECHNIQUES AND TOOLS,1992,MIS QUARTERLY,119
1655,INFORMATION ARCHITECTURE - IN SEARCH OF EFFICIENT FLEXIBILITY, ,1991,MIS QUARTERLY,88
1656,ACADEMIC ISSUES IN MIS - JOURNALS AND BOOKS, ,1991,MIS QUARTERLY,58
1657,AN APPLIED FRAMEWORK FOR CLASSIFYING THE COMPLEXITY OF KNOWLEDGE-BASED SYSTEMS,EXPERT SYSTEMS; MIS MANAGEMENT; TECHNICAL STAFFING; PROJECT PLANNING; CORPORATE STRATEGY,1991,MIS QUARTERLY,16
1658,INFORMATION-SYSTEMS MANAGEMENT ISSUES FOR THE 1990S,INFORMATION SYSTEMS MANAGEMENT; IS EXECUTIVES; KEY ISSUES; MANAGEMENT PRIORITIES,1991,MIS QUARTERLY,190
1659,EDUCATIONAL-NEEDS AS PERCEIVED BY IS AND END-USER PERSONNEL - A SURVEY OF KNOWLEDGE AND SKILL REQUIREMENTS,"ORGANIZATIONAL LEARNING, EDUCATION; TRAINING, KNOWLEDGE; SKILLS; INTEGRATION; END-USER COMPUTING",1991,MIS QUARTERLY,90
1660,UNDERSTANDING HUMAN-COMPUTER INTERACTION FOR INFORMATION-SYSTEMS DESIGN,USER-COMPUTER INTERFACE; USER MENTAL MODEL; HUMAN FACTORS; SYSTEM MODEL; PRESENTATION LANGUAGE; ACTION LANGUAGE,1991,MIS QUARTERLY,26
1661,USAA-IBM PARTNERSHIPS IN INFORMATION TECHNOLOGY - MANAGING THE IMAGE PROJECT,PARTNERSHIP; STRATEGIC ALLIANCES; IMAGE PROCESSING; USER INVOLVEMENT; EXECUTIVE SUPPORT; LARGE-SCALE PROJECT MANAGEMENT,1991,MIS QUARTERLY,23
1662,THE APPLICATION SOFTWARE FACTORY - APPLYING TOTAL QUALITY TECHNIQUES TO SYSTEMS-DEVELOPMENT, ,1991,MIS QUARTERLY,11
1663,CAREER ORIENTATIONS OF MIS EMPLOYEES - AN EMPIRICAL-ANALYSIS,MIS PERSONNEL; CAREER MANAGEMENT; CAREER ORIENTATIONS ANCHORS,1991,MIS QUARTERLY,88
1664,KEY INFORMATION-SYSTEMS MANAGEMENT ISSUES FOR THE PUBLIC-SECTOR,MIS MANAGERS; OPINION SURVEY; INFORMATION SYSTEMS MANAGEMENT; KEY ISSUES; MANAGEMENT PRIORITIES,1991,MIS QUARTERLY,71
1665,IS OFFICE PRODUCTIVITY STAGNANT,OFFICE PRODUCTIVITY; PRODUCTIVITY; OUTPUT PER HOUR; INVESTMENT; PAYOFFS; IMPACTS,1991,MIS QUARTERLY,23
1666,EXECUTIVE INVOLVEMENT AND PARTICIPATION IN THE MANAGEMENT OF INFORMATION TECHNOLOGY,MANAGEMENT OF INFORMATION SYSTEMS; EXECUTIVE SUPPORT; INFORMATION SYSTEMS SUCCESS; CEOS; INFORMATION SYSTEMS MANAGERS; SURVEY RESEARCH; ANNUAL REPORT METHODOLOGY,1991,MIS QUARTERLY,192
1667,A MODEL OF USERS PERSPECTIVE ON CHANGE - THE CASE OF INFORMATION-SYSTEMS TECHNOLOGY IMPLEMENTATION,RESISTANCE TO CHANGE; SYSTEMS IMPLEMENTATION; EQUITY THEORY; POWER; USER BEHAVIOR; USER ACCEPTANCE; BEHAVIORAL FACTORS; ORGANIZATIONAL CHANGE; USER INVOLVEMENT,1991,MIS QUARTERLY,88
1668,A MODEL FOR MEASURING INFORMATION-SYSTEM SIZE,MODELS AND PRINCIPLES; TOOLS AND TECHNIQUES; SOFTWARE METRICS; REVERSE ENGINEERING; 4TH GENERATION LANGUAGES; FOCUS; SOFTWARE MANAGEMENT; FIELD STUDY,1991,MIS QUARTERLY,15
1669,EXECUTIVE INFORMATION-SYSTEMS - A FRAMEWORK FOR DEVELOPMENT AND A SURVEY OF CURRENT PRACTICES,EXECUTIVE INFORMATION SYSTEMS; EXECUTIVE SUPPORT SYSTEMS; DECISION SUPPORT; SYSTEMS DEVELOPMENT,1991,MIS QUARTERLY,78
1670,APPLICATIONS OF GLOBAL INFORMATION TECHNOLOGY - KEY ISSUES FOR MANAGEMENT,IS MANAGEMENT; WORLDWIDE MIS; STRATEGIC INFORMATION SYSTEMS; GLOBAL INFORMATION SYSTEMS; KEY MIS ISSUES; INTERNATIONAL BUSINESS; MULTINATIONAL COMPANY,1991,MIS QUARTERLY,93
1671,EXECUTIVE INFORMATION REQUIREMENTS - GETTING IT RIGHT,INFORMATION REQUIREMENTS DETERMINATION; PROTOTYPING; JOINT APPLICATION DESIGN; CROSS FUNCTIONAL DESIGN,1991,MIS QUARTERLY,51
1672,ON INFORMATION-SYSTEMS PROJECT ABANDONMENT - AN EXPLORATORY-STUDY OF ORGANIZATIONAL PRACTICES,INFORMATION SYSTEMS FAILURE OR ABANDONMENT; INFORMATION SYSTEMS DEVELOPMENT; TECHNOLOGY AND ORGANIZATIONAL BEHAVIORAL POLITICAL ISSUES,1991,MIS QUARTERLY,70
1673,IDENTIFICATION OF STRATEGIC INFORMATION-SYSTEMS OPPORTUNITIES - APPLYING AND COMPARING 2 METHODOLOGIES,PLANNING METHODOLOGIES; STRATEGIC INFORMATION SYSTEMS; COMPETITIVE ADVANTAGE; INTERORGANIZATIONAL SYSTEMS; ELECTRONIC DATA INTERCHANGE,1991,MIS QUARTERLY,47
1674,DECISIONAL GUIDANCE FOR COMPUTER-BASED DECISION SUPPORT,DECISION SUPPORT SYSTEMS; DECISION-MAKING PROCESS; DECISION MAKING; DECISIONAL GUIDANCE; HUMAN JUDGMENT; META-SUPPORT; META-CHOICE,1991,MIS QUARTERLY,67
1675,PERSONAL COMPUTING - TOWARD A CONCEPTUAL-MODEL OF UTILIZATION,PERSONAL COMPUTING; INFORMATION TECHNOLOGY UTILIZATION; ATTITUDES; BEHAVIOR,1991,MIS QUARTERLY,518
1676,Information Technology and Corporate Strategy: A View from the Top,Information technology management; CFOs; Senior management; Annual reports; Strategic information systems; Longitudinal data; Industry comparisons,1990,INFORMATION SYSTEMS RESEARCH,54
1677,Electronic Integration and Strategic Advantage: A Quasi-Experimental Study in the Insurance Industry,Electronic integration; Strategic advantage; Insurance industry; Electronic interfacing; Quasi-experimental study,1990,INFORMATION SYSTEMS RESEARCH,86
1678,A Study of Collaborative Group Work With and Without Computer-Based Support,Group decision support systems; Electronic meeting systems; Decision support; Anonymity; Leadership,1990,INFORMATION SYSTEMS RESEARCH,129
1679,An Attribute Space for Organizational Communication Channels,Electronic media; Organizational communication; Information richness; Multidimensional scaling,1990,INFORMATION SYSTEMS RESEARCH,76
1680,TELCOT - AN APPLICATION OF INFORMATION TECHNOLOGY FOR COMPETITIVE ADVANTAGE IN THE COTTON INDUSTRY,COMPUTER-BASED TRADING SYSTEMS; ELECTRONIC COMMODITY EXCHANGE; STRATEGIC ADVANTAGE; SMALL BUSINESS; MANAGEMENT OF INFORMATION SYSTEMS; APPLICATION OF INFORMATION TECHNOLOGY,1990,MIS QUARTERLY,18
1681,THE MARRIAGE OF RETAIL MARKETING AND INFORMATION-SYSTEMS TECHNOLOGY - THE ZELLERS CLUB-Z EXPERIENCE,COMPUTER APPLICATIONS; ADMINISTRATIVE DATA PROCESSING MARKETING; MANAGEMENT OF COMPUTING AND INFORMATION SYSTEMS; PROJECT AND PEOPLE MANAGEMENT SYSTEMS DEVELOPMENT; TRAINING,1990,MIS QUARTERLY,1
1682,IMPLEMENTING ELECTRONIC MEETING SYSTEMS AT IBM - LESSONS LEARNED AND SUCCESS FACTORS,ELECTRONIC MEETING SYSTEMS; GROUP DECISION SUPPORT; IMPLEMENTATION; MEETING PRODUCTIVITY,1990,MIS QUARTERLY,52
1683,A PRINCIPLES-BASED ENTERPRISE ARCHITECTURE - LESSONS FROM TEXACO AND STAR ENTERPRISE,INFORMATION ARCHITECTURE; PRINCIPLES; LAN; NETWORKING; ENTERPRISE; CASE STUDY,1990,MIS QUARTERLY,30
1684,A NETWORK INFRASTRUCTURE TO CONTAIN COSTS AND ENABLE FAST RESPONSE - THE TRW PROCESS,NETWORKING; TELECOMMUNICATIONS; DATA NETWORK; NETWORK MATURITY CYCLE; FAST RESPONSE NETWORKS,1990,MIS QUARTERLY,6
1685,REUSABILITY-BASED STRATEGY FOR DEVELOPMENT OF INFORMATION-SYSTEMS - IMPLEMENTATION EXPERIENCE OF A BANK,SOFTWARE REUSABILITY; PROGRAMMER PRODUCTIVITY; PROGRAMMER WORKBENCH; BANKING SYSTEMS; INFORMATION SYSTEMS DEVELOPMENT; INFORMATION SYSTEMS STRATEGY,1990,MIS QUARTERLY,36
1686,EIS - IT CAN WORK IN THE PUBLIC-SECTOR,EXECUTIVE INFORMATION SYSTEMS; GOVERNMENT INFORMATION SYSTEMS; PRIVATE SECTOR VS PUBLIC SECTOR SYSTEMS; DATA PROBLEMS; IMPLEMENTATION ISSUES; PROTOTYPING,1990,MIS QUARTERLY,25
1687,Dimensions of I/S Planning and Design Aids: A Functional Model of CASE Technology,Computer-aided software engineering (CASE); Planning and design; Automated software development tools; Management,1990,INFORMATION SYSTEMS RESEARCH,51
1688,Effective IS Security: An Empirical Study,Computer security; Information security; General Deterrence Theory; Computer crime; Computer ethics; Protection of the information resource,1990,INFORMATION SYSTEMS RESEARCH,169
1689,A Refresh Scheme for Remote Snapshots,Database snapshot; Materialized views; Snapshot management; Distributed database,1990,INFORMATION SYSTEMS RESEARCH,5
1690,Assessing the Economic Benefits of Information Systems Auditing,Economics of information systems management; EDP auditing; Information strategy and policy; Organitational information processing; System performance assessment,1990,INFORMATION SYSTEMS RESEARCH,5
1691,An Empirical Investigation of Factors Influencing the Success of Customer-Oriented Strategic Systems,Strategic information systems (SIS); Information for competitive advantage; Inter organizational systems (IOS); Information technology adoption; Information technology implementation,1990,INFORMATION SYSTEMS RESEARCH,113
1692,The Adoption of Spreadsheet Software: Testing Innovation Diffusion Theory in the Context of End-User Computing,End-user computing; Innovation diffusion; Adopter characteristics; Emerging information technology; Spreadsheet software,1990,INFORMATION SYSTEMS RESEARCH,198
1693,Automated Construction of Knowledge-Bases from Examples,Expert systems; Knowledge acquisition; Machine learning; Knowledge-bases,1990,INFORMATION SYSTEMS RESEARCH,13
1694,A Role Theory Perspective on End-User Development,Developers; End-User computing; End-User development; Role theory; Users,1990,INFORMATION SYSTEMS RESEARCH,12
1695,Optimal Information Structures for the Seller of a Search Good,economics of information systems; design of information systems; design of information structures; information economics; optimal measurement,1990,INFORMATION SYSTEMS RESEARCH,2
1696,The Impact of the Environment on the Management of Information Systems,Information management; Information systems; Information technology,1990,INFORMATION SYSTEMS RESEARCH,51
1697,Can Software Influence Creativity?,Decision support systems; User-computer interaction; Creativity,1990,INFORMATION SYSTEMS RESEARCH,58
1698,An Integrative Model of Information Systems Spending Growth,Information systems expenditures; Budget; Diffusion of innovation; Demand for computing; Computing costs,1990,INFORMATION SYSTEMS RESEARCH,46
1699,Decision Support Systems: Directed and Nondirected Change,Decision support systems; Change agency; System restrictiveness; Decisional guidance,1990,INFORMATION SYSTEMS RESEARCH,110
1700,Alternative Mechanisms of Allocating Computer Resources Under Queueing Delays,Control of computer resources; Queueing delays; Allocation methods,1990,INFORMATION SYSTEMS RESEARCH,8
1701,User Involvement as an Interaction Process: A Case Study,Information systems/information systems development; Resistance; User involvement,1990,INFORMATION SYSTEMS RESEARCH,83
1702,"AMBIENT AWARENESS AND KNOWLEDGE ACQUISITION: USING SOCIAL MEDIA TO LEARN ""WHO KNOWS WHAT"" AND ""WHO KNOWS WHOM""",Social networking sites; knowledge sharing; organizational learning; accuracy; technology use; communication; collaboration; transparency,2015,MIS QUARTERLY,1
1703,WORK HARDER OR WORK SMARTER? INFORMATION TECHNOLOGY AND RESOURCE ALLOCATION IN HEALTHCARE PROCESSES,Healthcare; IT; telemedicine; stochastic frontier analysis; resource allocations,2015,MIS QUARTERLY,0
1704,"SOFTWARE PROCESS DIVERSITY: CONCEPTUALIZATION, MEASUREMENT, AND ANALYSIS OF IMPACT ON PROJECT PERFORMANCE",Software process diversity; process compliance; plan-based processes; agile processes; software engineering; productivity; quality; fit as matching,2015,MIS QUARTERLY,0
1705,INFORMATION TECHNOLOGY IMPACTS ON FIRM PERFORMANCE: AN EXTENSION OF KOHLI AND DEVARAJ (2003),Information technology; business value of information technology; firm performance; meta-analysis; investment; payoff,2015,MIS QUARTERLY,0
1706,WHAT DO SYSTEMS USERS HAVE TO FEAR? USING FEAR APPEALS TO ENGENDER THREATS AND FEAR THAT MOTIVATE PROTECTIVE SECURITY BEHAVIORS,Information security; protection motivation theory; system backups; model comparison; fear appeals; threat; coping; intentions; behavior,2015,MIS QUARTERLY,4
1707,FIT AND MISFIT OF PLURAL SOURCING STRATEGIES AND IT-ENABLED PROCESS INTEGRATION CAPABILITIES: CONSEQUENCES OF FIRM PERFORMANCE IN THE US ELECTRIC UTILITY INDUSTRY,Plural sourcing; market sourcing intensity; IT-enabled process integration; IT capabilities; firm performance; IT business value,2015,MIS QUARTERLY,0
1708,STRIKE A HAPPY MEDIUM: THE EFFECT OF IT KNOWLEDGE ON VENTURE CAPITALISTS' OVERCONFIDENCE IN IT INVESTMENTS,IT knowledge; overconfidence; IT startups; IT investments; venture capital,2015,MIS QUARTERLY,0
1709,CAMPUS EMERGENCY NOTIFICATION SYSTEMS: AN EXAMINATION OF FACTORS AFFECTING COMPLIANCE WITH ALERTS,Compliance; campus alerts; emergency notification systems; information quality trust; scenario-based survey,2015,MIS QUARTERLY,0
1710,"ME, MY SELF, AND I(T): CONCEPTUALIZING INFORMATION TECHNOLOGY IDENTITY AND ITS IMPLICATIONS",IT identity; human behavior; individual IT use; IT embeddedness; theory development,2015,MIS QUARTERLY,1
1711,CULTURAL SENSEMAKING IN OFFSHORE INFORMATION TECHNOLOGY SERVICE SUPPLIERS: A CULTURAL FRAME PERSPECTIVE,IT outsourcing; IT supplier; cultural sensemaking; cultural frame; China,2015,MIS QUARTERLY,0
1712,"Informing Privacy Research Through Information Systems, Psychology, and Behavioral Economics: Thinking Outside the ""APCO"" Box",privacy; macromodels; elaboration likelihood model; behavioral economics; psychology,2015,INFORMATION SYSTEMS RESEARCH,0
1713,Discriminating IT Governance,IT governance; IT infrastructure; IT applications; discriminating alignment; IT agility; Garen method; IT strategy; endogeneity; IT asset classes,2015,INFORMATION SYSTEMS RESEARCH,0
1714,Embarrassing Exposures in Online Social Networks: An Integrated Perspective of Privacy Invasion and Relationship Bonding,online social networks; embarrassing exposure; privacy invasion; relationship bonding; inaction; avoidance behavior; approach behavior,2015,INFORMATION SYSTEMS RESEARCH,0
1715,Do Organic Results Help or Hurt Sponsored Search Performance?,sponsored search; organic search; ad placement; hierarchical Bayesian estimation; online advertising; online auctions; search engine marketing,2015,INFORMATION SYSTEMS RESEARCH,1
1716,Design of Consumer Review Systems and Product Pricing,economics of IS; electronic commerce; consumer reviews; online word-of-mouth systems; product uncertainty,2015,INFORMATION SYSTEMS RESEARCH,0
1717,Versioning in the Software Industry: Heterogeneous Disutility from Underprovisioning of Functionality,vertical differentiation; versioning; pricing; disutility from underprovisioning,2015,INFORMATION SYSTEMS RESEARCH,0
1718,Can Payment-per-Click Induce Improvements in Click Fraud Identification Technologies?,click fraud; online advertising; game theory; double moral hazard; incentives,2015,INFORMATION SYSTEMS RESEARCH,0
1719,What Motivates Contributors vs. Lurkers? An Investigation of Online Feedback Forums,online policy deliberation forums; online feedback forums; contributors; lurkers; public participation theories; IT-enabled public goods theory; construal level theory,2015,INFORMATION SYSTEMS RESEARCH,1
1720,Designing Warning Messages for Detecting Biased Online Product Recommendations: An Empirical Investigation,electronic commerce; product recommendation agent; personalization; bias; signal detection theory; manipulative practices; warning; message framing; online experiment,2015,INFORMATION SYSTEMS RESEARCH,1
1721,"Tigerblood: Newspapers, Blogs, and the Founding of Information Technology Firms",entrepreneurship; information technology firms; firm founding; media; newspapers; blogs; user-generated media; econometric analysis,2015,INFORMATION SYSTEMS RESEARCH,0
1722,Parenting New Acquisitions: Acquirers' Digital Resource Redeployment and Targets' Performance Improvement in the US Hospital Industry,acquisitions; resource redeployment; IT extensiveness; IT standardization; IT gap; hospitals; efficiency and quality of healthcare,2015,INFORMATION SYSTEMS RESEARCH,0
1723,Patching the Cloud: The Impact of SaaS on Patching Strategy and the Timing of Software Release,software security; cloud; software as a service; patch management; software release time; software maintenance; defect-related costs; economics of information systems; monopoly,2015,INFORMATION SYSTEMS RESEARCH,0
1724,Can't Buy Me Love ... Or Can I? Social Capital Attainment Through Conspicuous Consumption in Virtual Environments,social status; social capital; conspicuous consumption; prestige goods; virtual worlds; randomized field experiment,2015,INFORMATION SYSTEMS RESEARCH,0
1725,FAIRNESS IN THE INSTITUTIONAL VALUATION OF BUSINESS JOURNALS,Journal valuation fairness; institutional and public business journal lists; citation metrics; research evaluation; social constructionism,2015,MIS QUARTERLY,1
1726,GENRES OF INQUIRY IN DESIGN-SCIENCE RESEARCH: JUSTIFICATION AND EVALUATION OF KNOWLEDGE PRODUCTION,Design science research; genres of inquiry; evaluation; duality; knowledge scope; knowledge goal; knowledge moment; centrality of knowledge; idiographic science; nomothetic science; endogenous pluralism,2015,MIS QUARTERLY,2
1727,VOCAL MINORITY AND SILENT MAJORITY: HOW DO ONLINE RATINGS REFLECT POPULATION PERCEPTIONS OF QUALITY,Online ratings; physician quality; online word-of-mouth; professional services; informativeness,2015,MIS QUARTERLY,2
1728,JAMMING WITH SOCIAL MEDIA: HOW COGNITIVE STRUCTURING OF ORGANIZING VISION FACETS AFFECTS IT INNOVATION DIFFUSION,IT innovation; organizing vision; social media; schema; relational class analysis; quantitative grounded theory,2015,MIS QUARTERLY,0
1729,"INFORMATION TECHNOLOGY USE AS A LEARNING MECHANISM: THE IMPACT OF IT USE ON KNOWLEDGE TRANSFER EFFECTIVENESS, ABSORPTIVE CAPACITY, AND FRANCHISEE PERFORMANCE",IT use; organizational learning; knowledge transfer effectiveness; absorptive capacity; IT value; franchising,2015,MIS QUARTERLY,2
1730,ORGANIZATIONAL PATH CONSTITUTION IN TECHNOLOGICAL INNOVATION: EVIDENCE FROM RURAL TELEHEALTH,Technological innovation; innovation path constitution; path creation; path dependence; rural telehealth; social construction of technology; public health,2015,MIS QUARTERLY,1
1731,COMPARING POTENTIAL AND ACTUAL INNOVATORS: AN EMPIRICAL STUDY OF MOBILE DATA SERVICES INNOVATION,User service innovation; mobile data services; user innovation theory; construal level theory; potential and actual user innovators,2015,MIS QUARTERLY,1
1732,COMPETING FOR ATTENTION: AN EMPIRICAL STUDY OF ONLINE REVIEWERS' STRATEGIC BEHAVIOR,Online attention; scarcity of attention; competing for attention; online product reviews; user-generated content,2015,MIS QUARTERLY,0
